MERGE @ lap 1.00: Disabled. Cannot plan merge on first lap. Need valid SS that represent whole dataset.
PLANNING merges at lap 2.00. K=18
   0/18 UIDs ineligible because on shortlist for births. 
   153/153 pairs eligible. 0 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: obsmodel_elbo
Chosen uid pairs:
  14,   20 : pair_score 1.343e-03, size 7451 5420
   2,   16 : pair_score 6.070e-13, size <.01 1739
   2,   15 : pair_score 6.068e-13, size <.01 1721
   0,    1 : pair_score 3.456e-18, size <.01 <.01
   0,    3 : pair_score 1.243e-18, size <.01 <.01
   0,    2 : pair_score 1.031e-18, size <.01 <.01
   1,    3 : pair_score 2.123e-19, size <.01 <.01
   1,    2 : pair_score 1.819e-19, size <.01 <.01
   2,    3 : pair_score -5.154e-19, size <.01 <.01
   4,   11 : pair_score -7.277e-05, size 5584 6240
  20,   21 : pair_score -9.770e-05, size 5420 1588
   6,   11 : pair_score -1.339e-04, size 4002 6240
  10,   14 : pair_score -1.759e-04, size 4358 7451
   7,   21 : pair_score -1.824e-04, size 5911 1588
   8,   10 : pair_score -2.799e-04, size 5230 4358
   6,    7 : pair_score -3.403e-04, size 4002 5911
   4,    6 : pair_score -3.533e-04, size 5584 4002
   8,   21 : pair_score -5.700e-04, size 5230 1588
   4,   21 : pair_score -6.267e-04, size 5584 1588
   9,   19 : pair_score -6.532e-04, size 5024 3463
  10,   21 : pair_score -7.203e-04, size 4358 1588
   4,   10 : pair_score -8.602e-04, size 5584 4358
   4,   14 : pair_score -1.010e-03, size 5584 7451
   4,   20 : pair_score -1.012e-03, size 5584 5420
   9,   10 : pair_score -1.056e-03, size 5024 4358
   6,   20 : pair_score -1.086e-03, size 4002 5420
   6,   14 : pair_score -1.194e-03, size 4002 7451
   6,   10 : pair_score -1.248e-03, size 4002 4358
   4,    8 : pair_score -1.439e-03, size 5584 5230
   6,    8 : pair_score -1.714e-03, size 4002 5230
   9,   21 : pair_score -1.810e-03, size 5024 1588
  19,   21 : pair_score -1.832e-03, size 3463 1588
   6,    9 : pair_score -1.866e-03, size 4002 5024
  10,   19 : pair_score -1.881e-03, size 4358 3463
   7,    9 : pair_score -2.006e-03, size 5911 5024
   7,   19 : pair_score -2.102e-03, size 5911 3463
   4,   19 : pair_score -2.109e-03, size 5584 3463
   4,    9 : pair_score -2.117e-03, size 5584 5024
   9,   11 : pair_score -2.126e-03, size 5024 6240
   6,   19 : pair_score -2.236e-03, size 4002 3463
  19,   20 : pair_score -2.489e-03, size 3463 5420
  11,   19 : pair_score -2.791e-03, size 6240 3463
   9,   20 : pair_score -3.086e-03, size 5024 5420
  14,   19 : pair_score -3.797e-03, size 7451 3463
   5,   15 : pair_score -3.873e-03, size 2262 1721
   9,   14 : pair_score -4.180e-03, size 5024 7451
   8,   19 : pair_score -4.711e-03, size 5230 3463
   5,    9 : pair_score -4.765e-03, size 2262 5024
   5,   19 : pair_score -5.141e-03, size 2262 3463
   5,   21 : pair_score -5.643e-03, size 2262 1588
   8,    9 : pair_score -5.723e-03, size 5230 5024
   5,   16 : pair_score -5.804e-03, size 2262 1739
  15,   16 : pair_score -5.826e-03, size 1721 1739
   5,    6 : pair_score -5.925e-03, size 2262 4002
   4,    5 : pair_score -6.193e-03, size 5584 2262
   5,    7 : pair_score -7.267e-03, size 2262 5911
   5,   10 : pair_score -7.391e-03, size 2262 4358
   9,   15 : pair_score -7.945e-03, size 5024 1721
   5,   11 : pair_score -7.966e-03, size 2262 6240
  15,   21 : pair_score -8.105e-03, size 1721 1588
  15,   19 : pair_score -8.171e-03, size 1721 3463
   9,   16 : pair_score -8.216e-03, size 5024 1739
  16,   21 : pair_score -8.419e-03, size 1739 1588
   5,   20 : pair_score -8.715e-03, size 2262 5420
   6,   15 : pair_score -8.747e-03, size 4002 1721
  16,   19 : pair_score -9.009e-03, size 1739 3463
   5,   14 : pair_score -9.209e-03, size 2262 7451
   6,   16 : pair_score -9.286e-03, size 4002 1739
   4,   15 : pair_score -9.692e-03, size 5584 1721
   5,    8 : pair_score -1.002e-02, size 2262 5230
   4,   16 : pair_score -1.024e-02, size 5584 1739
  10,   15 : pair_score -1.049e-02, size 4358 1721
   7,   15 : pair_score -1.054e-02, size 5911 1721
  11,   15 : pair_score -1.091e-02, size 6240 1721
   7,   16 : pair_score -1.109e-02, size 5911 1739
  10,   16 : pair_score -1.110e-02, size 4358 1739
  11,   16 : pair_score -1.132e-02, size 6240 1739
  15,   20 : pair_score -1.157e-02, size 1721 5420
  14,   15 : pair_score -1.185e-02, size 7451 1721
  16,   20 : pair_score -1.209e-02, size 1739 5420
  14,   16 : pair_score -1.226e-02, size 7451 1739
   8,   15 : pair_score -1.286e-02, size 5230 1721
   8,   16 : pair_score -1.343e-02, size 5230 1739
EVALUATING merges at lap 2.00
  14,   20 : ACCEPTED. changed_loss -6.308e-04   merged_size  11k  
Skip eval of uids 7,11 at lap 2.00
   7,   11 : ACCEPTED. changed_loss -5.728e-04   merged_size  12k  
  11,   20 : skipped.
   7,   20 : skipped.
  11,   14 : skipped.
  10,   20 : skipped.
  10,   11 : skipped.
   8,   14 : skipped.
   8,   20 : skipped.
   7,   10 : skipped.
   8,   11 : skipped.
Skip eval of uids 6,21 at lap 2.00
Skip eval of uids 6,21 at lap 2.00
   6,   21 : rejected. changed_loss  4.544e-05   merged_size 6354  
   7,    8 : skipped.
   4,    7 : skipped.
   7,   14 : skipped.
  11,   21 : skipped.
  14,   21 : skipped.
Skip eval of uids 0,9 at lap 2.00
Skip eval of uids 0,9 at lap 2.00
   0,    9 : ACCEPTED. changed_loss  4.448e-07   merged_size 5370  
   0,   19 : skipped.
   0,    5 : skipped.
   0,    4 : skipped.
   0,    6 : skipped.
   0,   10 : skipped.
   0,    7 : skipped.
   0,   11 : skipped.
   0,   20 : skipped.
   0,   21 : skipped.
   0,   14 : skipped.
   0,    8 : skipped.
   0,   16 : skipped.
   0,   15 : skipped.
   1,    9 : skipped.
Skip eval of uids 1,19 at lap 2.00
Skip eval of uids 1,19 at lap 2.00
Skip eval of uids 1,19 at lap 2.00
   1,   19 : ACCEPTED. changed_loss  4.811e-08   merged_size 3710  
   1,   11 : skipped.
   1,    6 : skipped.
   1,   14 : skipped.
   1,   20 : skipped.
   1,    5 : skipped.
   1,    4 : skipped.
   1,    7 : skipped.
   1,   10 : skipped.
   1,   21 : skipped.
   1,    8 : skipped.
   1,   16 : skipped.
   1,   15 : skipped.
   3,    9 : skipped.
   3,   20 : skipped.
Skip eval of uids 3,4 at lap 2.00
Skip eval of uids 3,4 at lap 2.00
Skip eval of uids 3,4 at lap 2.00
Skip eval of uids 3,4 at lap 2.00
   3,    4 : ACCEPTED. changed_loss  1.437e-07   merged_size 4677  
   3,    6 : skipped.
   3,   19 : skipped.
   3,   10 : skipped.
   3,   21 : skipped.
   3,    5 : skipped.
   3,    7 : skipped.
   3,   11 : skipped.
   3,   14 : skipped.
   3,    8 : skipped.
   3,   16 : skipped.
   3,   15 : skipped.
   2,   14 : skipped.
Skip eval of uids 2,6 at lap 2.00
Skip eval of uids 2,6 at lap 2.00
Skip eval of uids 2,6 at lap 2.00
Skip eval of uids 2,6 at lap 2.00
Skip eval of uids 2,6 at lap 2.00
   2,    6 : ACCEPTED. changed_loss  5.991e-08   merged_size 4259  
   2,   10 : skipped.
   2,   19 : skipped.
   2,    7 : skipped.
   2,    4 : skipped.
   2,   11 : skipped.
   2,   20 : skipped.
   2,    9 : skipped.
   2,    8 : skipped.
   2,   21 : skipped.
   2,    5 : skipped.
   2,   16 : skipped.
   2,   15 : skipped.
   0,    1 : skipped.
   0,    3 : skipped.
   0,    2 : skipped.
   1,    3 : skipped.
   1,    2 : skipped.
   2,    3 : skipped.
   4,   11 : skipped.
  20,   21 : skipped.
   6,   11 : skipped.
  10,   14 : skipped.
   7,   21 : skipped.
Skip eval of uids 8,10 at lap 2.00
Skip eval of uids 8,10 at lap 2.00
Skip eval of uids 8,10 at lap 2.00
Skip eval of uids 8,10 at lap 2.00
Skip eval of uids 8,10 at lap 2.00
Skip eval of uids 8,10 at lap 2.00
   8,   10 : rejected. changed_loss  1.182e-03   merged_size  10k  
   6,    7 : skipped.
   4,    6 : skipped.
Skip eval of uids 8,21 at lap 2.00
Skip eval of uids 8,21 at lap 2.00
Skip eval of uids 8,21 at lap 2.00
Skip eval of uids 8,21 at lap 2.00
Skip eval of uids 8,21 at lap 2.00
Skip eval of uids 8,21 at lap 2.00
   8,   21 : rejected. changed_loss  1.446e-03   merged_size 8302  
   4,   21 : skipped.
   9,   19 : skipped.
Skip eval of uids 10,21 at lap 2.00
Skip eval of uids 10,21 at lap 2.00
Skip eval of uids 10,21 at lap 2.00
Skip eval of uids 10,21 at lap 2.00
Skip eval of uids 10,21 at lap 2.00
Skip eval of uids 10,21 at lap 2.00
  10,   21 : rejected. changed_loss  1.637e-03   merged_size 6472  
   4,   10 : skipped.
   4,   14 : skipped.
   4,   20 : skipped.
   9,   10 : skipped.
   6,   20 : skipped.
   6,   14 : skipped.
   6,   10 : skipped.
   4,    8 : skipped.
   6,    8 : skipped.
   9,   21 : skipped.
  19,   21 : skipped.
   6,    9 : skipped.
  10,   19 : skipped.
   7,    9 : skipped.
   7,   19 : skipped.
   4,   19 : skipped.
   4,    9 : skipped.
   9,   11 : skipped.
   6,   19 : skipped.
  19,   20 : skipped.
  11,   19 : skipped.
   9,   20 : skipped.
  14,   19 : skipped.
Skip eval of uids 5,15 at lap 2.00
Skip eval of uids 5,15 at lap 2.00
Skip eval of uids 5,15 at lap 2.00
Skip eval of uids 5,15 at lap 2.00
Skip eval of uids 5,15 at lap 2.00
Skip eval of uids 5,15 at lap 2.00
   5,   15 : rejected. changed_loss  4.849e-03   merged_size 3692  
   9,   14 : skipped.
   8,   19 : skipped.
   5,    9 : skipped.
   5,   19 : skipped.
Skip eval of uids 5,21 at lap 2.00
Skip eval of uids 5,21 at lap 2.00
Skip eval of uids 5,21 at lap 2.00
Skip eval of uids 5,21 at lap 2.00
Skip eval of uids 5,21 at lap 2.00
Skip eval of uids 5,21 at lap 2.00
   5,   21 : rejected. changed_loss  6.968e-03   merged_size 3960  
   8,    9 : skipped.
Skip eval of uids 5,16 at lap 2.00
Skip eval of uids 5,16 at lap 2.00
Skip eval of uids 5,16 at lap 2.00
Skip eval of uids 5,16 at lap 2.00
Skip eval of uids 5,16 at lap 2.00
Skip eval of uids 5,16 at lap 2.00
   5,   16 : rejected. changed_loss  7.363e-03   merged_size 3806  
Skip eval of uids 15,16 at lap 2.00
Skip eval of uids 15,16 at lap 2.00
Skip eval of uids 15,16 at lap 2.00
Skip eval of uids 15,16 at lap 2.00
Skip eval of uids 15,16 at lap 2.00
Skip eval of uids 15,16 at lap 2.00
  15,   16 : rejected. changed_loss  6.750e-03   merged_size 3768  
   5,    6 : skipped.
   4,    5 : skipped.
   5,    7 : skipped.
Skip eval of uids 5,10 at lap 2.00
Skip eval of uids 5,10 at lap 2.00
Skip eval of uids 5,10 at lap 2.00
Skip eval of uids 5,10 at lap 2.00
Skip eval of uids 5,10 at lap 2.00
Skip eval of uids 5,10 at lap 2.00
   5,   10 : rejected. changed_loss  7.685e-03   merged_size 6242  
   9,   15 : skipped.
   5,   11 : skipped.
Skip eval of uids 15,21 at lap 2.00
Skip eval of uids 15,21 at lap 2.00
Skip eval of uids 15,21 at lap 2.00
Skip eval of uids 15,21 at lap 2.00
Skip eval of uids 15,21 at lap 2.00
Skip eval of uids 15,21 at lap 2.00
  15,   21 : rejected. changed_loss  9.489e-03   merged_size 3922  
  15,   19 : skipped.
   9,   16 : skipped.
Skip eval of uids 16,21 at lap 2.00
Skip eval of uids 16,21 at lap 2.00
Skip eval of uids 16,21 at lap 2.00
Skip eval of uids 16,21 at lap 2.00
Skip eval of uids 16,21 at lap 2.00
Skip eval of uids 16,21 at lap 2.00
  16,   21 : rejected. changed_loss  9.764e-03   merged_size 4036  
   5,   20 : skipped.
   6,   15 : skipped.
  16,   19 : skipped.
   5,   14 : skipped.
   6,   16 : skipped.
   4,   15 : skipped.
Skip eval of uids 5,8 at lap 2.00
Skip eval of uids 5,8 at lap 2.00
Skip eval of uids 5,8 at lap 2.00
Skip eval of uids 5,8 at lap 2.00
Skip eval of uids 5,8 at lap 2.00
Skip eval of uids 5,8 at lap 2.00
   5,    8 : rejected. changed_loss  1.069e-02   merged_size 8072  
   4,   16 : skipped.
Skip eval of uids 10,15 at lap 2.00
Skip eval of uids 10,15 at lap 2.00
Skip eval of uids 10,15 at lap 2.00
Skip eval of uids 10,15 at lap 2.00
Skip eval of uids 10,15 at lap 2.00
Skip eval of uids 10,15 at lap 2.00
  10,   15 : rejected. changed_loss  1.108e-02   merged_size 6205  
   7,   15 : skipped.
  11,   15 : skipped.
   7,   16 : skipped.
Skip eval of uids 10,16 at lap 2.00
Skip eval of uids 10,16 at lap 2.00
Skip eval of uids 10,16 at lap 2.00
Skip eval of uids 10,16 at lap 2.00
Skip eval of uids 10,16 at lap 2.00
Skip eval of uids 10,16 at lap 2.00
  10,   16 : rejected. changed_loss  1.189e-02   merged_size 6318  
  11,   16 : skipped.
  15,   20 : skipped.
  14,   15 : skipped.
  16,   20 : skipped.
  14,   16 : skipped.
Skip eval of uids 8,15 at lap 2.00
Skip eval of uids 8,15 at lap 2.00
Skip eval of uids 8,15 at lap 2.00
Skip eval of uids 8,15 at lap 2.00
Skip eval of uids 8,15 at lap 2.00
Skip eval of uids 8,15 at lap 2.00
   8,   15 : rejected. changed_loss  1.453e-02   merged_size 8035  
Skip eval of uids 8,16 at lap 2.00
Skip eval of uids 8,16 at lap 2.00
Skip eval of uids 8,16 at lap 2.00
Skip eval of uids 8,16 at lap 2.00
Skip eval of uids 8,16 at lap 2.00
Skip eval of uids 8,16 at lap 2.00
   8,   16 : rejected. changed_loss  1.534e-02   merged_size 8148  
MERGE @ lap 2.00 : 6/22 accepted. Ndiff 10806.00. 131 skipped.
PLANNING merges at lap 3.00. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   66/66 pairs eligible. 0 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: obsmodel_elbo
Chosen uid pairs:
   7,   14 : pair_score 9.224e-04, size  12k  11k
   8,   14 : pair_score 8.427e-04, size 6207  11k
   7,   10 : pair_score 3.562e-04, size  12k 4377
   2,   21 : pair_score 6.205e-07, size 4259 2095
  10,   14 : pair_score -5.633e-05, size 4377  11k
   7,    8 : pair_score -1.952e-04, size  12k 6207
   3,    7 : pair_score -2.553e-04, size 4677  12k
   2,    7 : pair_score -6.305e-04, size 4259  12k
   7,   21 : pair_score -8.281e-04, size  12k 2095
   2,    3 : pair_score -8.327e-04, size 4259 4677
  14,   21 : pair_score -9.698e-04, size  11k 2095
   0,    1 : pair_score -1.103e-03, size 5370 3710
   8,   10 : pair_score -1.142e-03, size 6207 4377
   3,   21 : pair_score -1.285e-03, size 4677 2095
   3,   10 : pair_score -1.384e-03, size 4677 4377
   0,   10 : pair_score -1.396e-03, size 5370 4377
   8,   21 : pair_score -1.437e-03, size 6207 2095
  10,   21 : pair_score -1.637e-03, size 4377 2095
   2,   10 : pair_score -1.645e-03, size 4259 4377
   0,    2 : pair_score -2.084e-03, size 5370 4259
   3,   14 : pair_score -2.098e-03, size 4677  11k
   2,   14 : pair_score -2.221e-03, size 4259  11k
   1,   10 : pair_score -2.261e-03, size 3710 4377
   0,    3 : pair_score -2.344e-03, size 5370 4677
   0,    7 : pair_score -2.441e-03, size 5370  12k
   1,    3 : pair_score -2.547e-03, size 3710 4677
   1,    2 : pair_score -2.616e-03, size 3710 4259
   3,    8 : pair_score -2.668e-03, size 4677 6207
   0,   21 : pair_score -2.705e-03, size 5370 2095
   1,   21 : pair_score -2.934e-03, size 3710 2095
   2,    8 : pair_score -2.956e-03, size 4259 6207
   1,    7 : pair_score -3.081e-03, size 3710  12k
   1,   14 : pair_score -4.836e-03, size 3710  11k
   5,   15 : pair_score -4.838e-03, size 1865 1827
   0,   14 : pair_score -5.200e-03, size 5370  11k
   0,    5 : pair_score -5.673e-03, size 5370 1865
   1,    5 : pair_score -5.965e-03, size 3710 1865
   1,    8 : pair_score -6.148e-03, size 3710 6207
   3,    5 : pair_score -6.444e-03, size 4677 1865
   2,    5 : pair_score -6.602e-03, size 4259 1865
  15,   16 : pair_score -6.745e-03, size 1827 1941
   5,   21 : pair_score -6.968e-03, size 1865 2095
   0,    8 : pair_score -7.029e-03, size 5370 6207
   5,   16 : pair_score -7.363e-03, size 1865 1941
   5,   10 : pair_score -7.685e-03, size 1865 4377
   5,    7 : pair_score -8.227e-03, size 1865  12k
   0,   15 : pair_score -8.595e-03, size 5370 1827
   0,   16 : pair_score -8.709e-03, size 5370 1941
   1,   15 : pair_score -8.894e-03, size 3710 1827
   2,   15 : pair_score -9.414e-03, size 4259 1827
  15,   21 : pair_score -9.490e-03, size 1827 2095
  16,   21 : pair_score -9.765e-03, size 1941 2095
   1,   16 : pair_score -9.906e-03, size 3710 1941
   2,   16 : pair_score -1.010e-02, size 4259 1941
   3,   15 : pair_score -1.011e-02, size 4677 1827
   5,   14 : pair_score -1.011e-02, size 1865  11k
   5,    8 : pair_score -1.069e-02, size 1865 6207
   3,   16 : pair_score -1.081e-02, size 4677 1941
  10,   15 : pair_score -1.108e-02, size 4377 1827
  10,   16 : pair_score -1.189e-02, size 4377 1941
   7,   15 : pair_score -1.201e-02, size  12k 1827
   7,   16 : pair_score -1.265e-02, size  12k 1941
  14,   15 : pair_score -1.379e-02, size  11k 1827
  14,   16 : pair_score -1.448e-02, size  11k 1941
   8,   15 : pair_score -1.453e-02, size 6207 1827
   8,   16 : pair_score -1.534e-02, size 6207 1941
EVALUATING merges at lap 3.00
   7,   14 : rejected. changed_loss  2.263e-04   merged_size  23k  
   8,   14 : ACCEPTED. changed_loss -6.062e-04   merged_size  17k  
Skip eval of uids 7,10 at lap 3.00
   7,   10 : rejected. changed_loss  2.575e-04   merged_size  17k  
Skip eval of uids 2,21 at lap 3.00
   2,   21 : rejected. changed_loss  3.400e-04   merged_size 6723  
  10,   14 : skipped.
   7,    8 : skipped.
Skip eval of uids 3,7 at lap 3.00
   3,    7 : rejected. changed_loss  9.221e-04   merged_size  16k  
Skip eval of uids 2,7 at lap 3.00
   2,    7 : rejected. changed_loss  8.515e-04   merged_size  17k  
Skip eval of uids 7,21 at lap 3.00
   7,   21 : rejected. changed_loss  1.099e-03   merged_size  14k  
Skip eval of uids 2,3 at lap 3.00
   2,    3 : rejected. changed_loss  1.252e-03   merged_size 8453  
  14,   21 : skipped.
Skip eval of uids 0,1 at lap 3.00
   0,    1 : rejected. changed_loss  1.342e-03   merged_size 9011  
   8,   10 : skipped.
Skip eval of uids 3,21 at lap 3.00
   3,   21 : rejected. changed_loss  1.662e-03   merged_size 6157  
Skip eval of uids 3,10 at lap 3.00
   3,   10 : rejected. changed_loss  1.936e-03   merged_size 8701  
Skip eval of uids 0,10 at lap 3.00
   0,   10 : rejected. changed_loss  1.640e-03   merged_size  10k  
   8,   21 : skipped.
Skip eval of uids 10,21 at lap 3.00
  10,   21 : rejected. changed_loss  2.108e-03   merged_size 6971  
Skip eval of uids 2,10 at lap 3.00
   2,   10 : rejected. changed_loss  1.929e-03   merged_size 9266  
Skip eval of uids 0,2 at lap 3.00
   0,    2 : rejected. changed_loss  2.086e-03   merged_size 9805  
   3,   14 : skipped.
   2,   14 : skipped.
Skip eval of uids 1,10 at lap 3.00
   1,   10 : rejected. changed_loss  2.451e-03   merged_size 8473  
Skip eval of uids 0,3 at lap 3.00
   0,    3 : rejected. changed_loss  2.604e-03   merged_size 9239  
Skip eval of uids 0,7 at lap 3.00
   0,    7 : rejected. changed_loss  2.372e-03   merged_size  18k  
Skip eval of uids 1,3 at lap 3.00
   1,    3 : rejected. changed_loss  2.785e-03   merged_size 7659  
Skip eval of uids 1,2 at lap 3.00
   1,    2 : rejected. changed_loss  2.643e-03   merged_size 8225  
   3,    8 : skipped.
Skip eval of uids 0,21 at lap 3.00
   0,   21 : rejected. changed_loss  2.949e-03   merged_size 7509  
Skip eval of uids 1,21 at lap 3.00
   1,   21 : rejected. changed_loss  3.321e-03   merged_size 5929  
   2,    8 : skipped.
Skip eval of uids 1,7 at lap 3.00
   1,    7 : rejected. changed_loss  3.114e-03   merged_size  16k  
   1,   14 : skipped.
Skip eval of uids 5,15 at lap 3.00
   5,   15 : rejected. changed_loss  5.351e-03   merged_size 3568  
   0,   14 : skipped.
Skip eval of uids 0,5 at lap 3.00
   0,    5 : rejected. changed_loss  6.288e-03   merged_size 7004  
Skip eval of uids 1,5 at lap 3.00
   1,    5 : rejected. changed_loss  6.534e-03   merged_size 5424  
   1,    8 : skipped.
Skip eval of uids 3,5 at lap 3.00
   3,    5 : rejected. changed_loss  6.945e-03   merged_size 5652  
Skip eval of uids 2,5 at lap 3.00
   2,    5 : rejected. changed_loss  7.136e-03   merged_size 6217  
Skip eval of uids 15,16 at lap 3.00
  15,   16 : rejected. changed_loss  6.845e-03   merged_size 3844  
Skip eval of uids 5,21 at lap 3.00
   5,   21 : rejected. changed_loss  7.797e-03   merged_size 3922  
   0,    8 : skipped.
Skip eval of uids 5,16 at lap 3.00
   5,   16 : rejected. changed_loss  7.795e-03   merged_size 3692  
Skip eval of uids 5,10 at lap 3.00
   5,   10 : rejected. changed_loss  8.190e-03   merged_size 6465  
Skip eval of uids 5,7 at lap 3.00
   5,    7 : rejected. changed_loss  8.515e-03   merged_size  14k  
Skip eval of uids 0,15 at lap 3.00
   0,   15 : rejected. changed_loss  8.647e-03   merged_size 7155  
Skip eval of uids 0,16 at lap 3.00
   0,   16 : rejected. changed_loss  8.612e-03   merged_size 7280  
Skip eval of uids 1,15 at lap 3.00
   1,   15 : rejected. changed_loss  8.877e-03   merged_size 5575  
Skip eval of uids 2,15 at lap 3.00
   2,   15 : rejected. changed_loss  9.431e-03   merged_size 6369  
Skip eval of uids 15,21 at lap 3.00
  15,   21 : rejected. changed_loss  9.882e-03   merged_size 4073  
Skip eval of uids 16,21 at lap 3.00
  16,   21 : rejected. changed_loss  1.004e-02   merged_size 4198  
Skip eval of uids 1,16 at lap 3.00
   1,   16 : rejected. changed_loss  9.888e-03   merged_size 5700  
Skip eval of uids 2,16 at lap 3.00
   2,   16 : rejected. changed_loss  1.004e-02   merged_size 6493  
Skip eval of uids 3,15 at lap 3.00
   3,   15 : rejected. changed_loss  9.992e-03   merged_size 5803  
   5,   14 : skipped.
   5,    8 : skipped.
Skip eval of uids 3,16 at lap 3.00
   3,   16 : rejected. changed_loss  1.059e-02   merged_size 5928  
Skip eval of uids 10,15 at lap 3.00
  10,   15 : rejected. changed_loss  1.114e-02   merged_size 6616  
Skip eval of uids 10,16 at lap 3.00
  10,   16 : rejected. changed_loss  1.192e-02   merged_size 6741  
Skip eval of uids 7,15 at lap 3.00
   7,   15 : rejected. changed_loss  1.199e-02   merged_size  14k  
Skip eval of uids 7,16 at lap 3.00
   7,   16 : rejected. changed_loss  1.252e-02   merged_size  14k  
  14,   15 : skipped.
  14,   16 : skipped.
   8,   15 : skipped.
   8,   16 : skipped.
MERGE @ lap 3.00 : 1/47 accepted. Ndiff 6688.78. 19 skipped.
PLANNING merges at lap 4.00. K=11
   0/11 UIDs ineligible because on shortlist for births. 
   55/55 pairs eligible. 0 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: obsmodel_elbo
Chosen uid pairs:
   7,    8 : pair_score 4.686e-04, size  12k  17k
   7,   10 : pair_score -6.980e-05, size  12k 4757
   2,   21 : pair_score -2.971e-04, size 4509 2213
   2,    7 : pair_score -6.110e-04, size 4509  12k
